text,label,sentiment
major use silver besides coinage throughout history manufacture jewellery general use item continues major use today,metallurgy,0.0
example include table silver cutlery silver highly suited due antibacterial property,metallurgy,0.0
western concert flute usually plated made sterling silver fact silverware silver plated rather made pure silver silver normally put place electroplating,metallurgy,0.0
silver plated glass opposed metal used mirror vacuum flask christmas tree decoration pure silver soft silver used purpose alloyed copper fineness 925 1000 835 1000 800 1000 common,metallurgy,0.0
one drawback easy tarnishing silver presence hydrogen sulfide derivative,metallurgy,0.4404
including precious metal palladium platinum gold give resistance tarnishing quite costly base metal like zinc cadmium silicon germanium totally prevent corrosion tend affect lustre colour alloy,metallurgy,0.7096
electrolytically refined pure silver plating effective increasing resistance tarnishing,metallurgy,0.4767
medicine silver incorporated wound dressing used antibiotic coating medical device,metallurgy,0.0
wound dressing containing silver sulfadiazine silver nanomaterials used treat external infection,metallurgy,0.4019
silver also used medical application urinary catheter tentative evidence indicates reduces catheter related urinary tract infection endotracheal breathing tube evidence suggests reduces ventilator associated pneumonia,metallurgy,0.0
silver ion bioactive sufficient concentration readily kill bacteria vitro,metallurgy,-0.6908
silver ion interfere enzyme bacteria transport nutrient form structure synthesise cell wall ion also bond bacteria genetic material,metallurgy,0.0
silver silver nanoparticles used antimicrobial variety industrial healthcare domestic application example infusing clothing nanosilver particle thus allows stay odourless longer,metallurgy,0.0
bacteria however develop resistance antimicrobial action silver,metallurgy,0.0
silver compound taken body like mercury compound lack toxicity latter,metallurgy,0.0516
silver alloy used cranial surgery replace bone silver tin mercury amalgam used dentistry,metallurgy,0.0
silver important electronics conductor electrode account high electrical conductivity even tarnished,metallurgy,0.2023
bulk silver silver foil used make vacuum tube continue used today manufacture semiconductor device circuit component,metallurgy,0.0
example silver used high quality connector rf vhf higher frequency particularly tuned circuit cavity filter conductor scaled,metallurgy,0.0
silver containing brazing alloy used brazing metallic material mostly cobalt nickel copper based alloy tool steel precious metal,metallurgy,0.5719
basic component silver copper element selected according specific application desired example include zinc tin cadmium palladium manganese phosphorus,metallurgy,0.2732
silver useful manufacture chemical equipment account low chemical reactivity high thermal conductivity easily workable,metallurgy,0.4939
silver crucible alloyed 15 nickel avoid recrystallisation metal red heat used carrying alkaline fusion,metallurgy,-0.296
copper silver also used chemistry fluorine,metallurgy,0.0
equipment made work high temperature often silver plated,metallurgy,0.0
silver metal good catalyst oxidation reaction fact somewhat good purpose finely divided silver tends result complete oxidation organic substance carbon dioxide water hence coarser grained silver tends used instead,metallurgy,0.7003
instance 15 silver supported al2o3 silicate catalyst oxidation ethylene ethylene oxide 230 270,metallurgy,0.3182
dehydrogenation methanol formaldehyde conducted 600 720 silver gauze crystal catalyst dehydrogenation isopropanol acetone,metallurgy,0.0
photosensitivity silver halide allowed use traditional photography although digital photography use silver dominant,metallurgy,0.0
photosensitive emulsion used black white photography suspension silver halide crystal gelatin possibly mixed noble metal compound improved photosensitivity developing tuning,metallurgy,0.7269
colour photography requires addition special dye component sensitiser initial black white silver image couple different dye component,metallurgy,0.4019
original silver image bleached silver recovered recycled,metallurgy,0.3182
silver nitrate starting material case use silver nitrate silver halide photography rapidly declined advent digital technology,metallurgy,0.0
nanosilver particle 10 100 nanometre size used many application,metallurgy,0.0
used conductive ink printed electronics much lower melting point larger silver particle micrometre size,metallurgy,-0.296
also used medicinally antibacterial antifungal much way larger silver particle,metallurgy,0.0
pure silver metal used food colouring,metallurgy,0.0
e174 designation approved european union,metallurgy,0.4215
traditional indian pakistani dish sometimes include decorative silver foil known vark various culture silver drag used decorate cake cooky dessert item photochromic lens include silver halide ultraviolet light natural daylight liberates metallic silver darkening lens,metallurgy,0.1531
silver halide reformed lower light intensity,metallurgy,-0.296
colourless silver chloride film used radiation detector,metallurgy,0.0
zeolite sieve incorporating ag ion used desalinate seawater rescue using silver ion precipitate chloride silver chloride,metallurgy,0.5106
silver also used antibacterial property water sanitisation application limited limit silver consumption,metallurgy,-0.2263
colloidal silver similarly used disinfect closed swimming pool advantage giving smell like hypochlorite treatment colloidal silver effective enough contaminated open swimming pool,metallurgy,0.8402
silver compound low toxicity compared heavy metal poorly absorbed human body ingested get absorbed rapidly converted insoluble silver compound complexed metallothionein,metallurgy,-0.2732
however silver fluoride silver nitrate caustic cause tissue damage resulting gastroenteritis diarrhoea falling blood pressure cramp paralysis respiratory arrest,metallurgy,-0.8481
animal repeatedly dosed silver salt observed experience anaemia slowed growth necrosis liver fatty degeneration liver kidney rat implanted silver foil injected colloidal silver observed develop localised tumour,metallurgy,0.3818
parenterally admistered colloidal silver cause acute silver poisoning,metallurgy,-0.5859
waterborne specie particularly sensitive silver salt precious metal situation however silver pose serious environmental hazard large dos silver compound containing absorbed circulatory system become deposited various body tissue leading argyria result blue grayish pigmentation skin eye mucous membrane,metallurgy,0.5267
argyria rare far known otherwise harm person health though disfiguring usually permanent,metallurgy,-0.5423
mild form argyria sometimes mistaken cyanosis blue tint skin caused lack oxygen metallic silver like copper antibacterial agent known ancient first scientifically investigated named oligodynamic effect carl geli,metallurgy,-0.3182
silver ion damage metabolism bacteria even low concentration 01 milligram per litre metallic silver similar effect due formation silver oxide,metallurgy,-0.6486
effect lost presence sulfur due extreme insolubility silver sulfide silver compound explosive nitrogen compound silver azide silver amide silver fulminate well silver acetylide silver oxalate silver ii oxide,metallurgy,-0.0516
explode heating force drying illumination sometimes spontaneously,metallurgy,0.0
avoid formation compound ammonia acetylene kept away silver equipment,metallurgy,-0.296
william silber story silver white metal shaped america modern world,metallurgy,0.0
although origin iron working africa subject scholarly interest since 1860s still known whether technology diffused sub saharan africa mediterranean region whether invented independently iron working elsewhere,metallurgy,0.4588
although nineteenth century european scholar favored indigenous invention iron working sub saharan africa archaeologist writing 1945 1965 mostly favored diffusion iron smelting technology carthage across sahara west africa meroe upper nile central africa,metallurgy,0.6808
turn questioned recent research argues independent invention invention radiocarbon dating late 1950s enabled dating metallurgical site charcoal fuel used smelting forging,metallurgy,-0.4588
late 1960s surprisingly early radiocarbon date obtained iron smelting site niger central africa rwanda burundi reviving view iron making independently invented african sub saharan africa far back 3600 bce,metallurgy,0.296
date preceded known antiquity ironworking carthage meroe weakening diffusion hypothesis,metallurgy,-0.3182
1990s evidence found phoenician iron smelting western mediterranean 900 800 bce though specifically north africa seems date 5th 4th century bce 7th century bce earliest contemporary later oldest known iron date sub saharan africa,metallurgy,0.0
according archaeometallurgist manfred eggert carthage reliably considered point origin sub saharan iron ore reduction,metallurgy,0.0
still known iron working first practiced kush meroe modern sudan earliest known iron date meroe egypt predate sub saharan africa thus nile valley also considered unlikely source sub saharan iron mid 1970s new claim independent invention iron smelting central niger 1994 1999 unesco funded initiative le route du fer en afrique iron route africa investigate origin spread iron africa,metallurgy,0.0
funded conference early iron africa mediterranean volume published unesco generated controversy included author sympathetic independent invention view two review evidence mid 2000s found technical flaw study claiming independent invention raising three major issue,metallurgy,0.5106
first whether material dated radiocarbon secure archaeological association iron working residue,metallurgy,0.34
many date niger example organic matter potsherd lying ground surface together iron object,metallurgy,-0.5106
second issue possible effect old carbon wood charcoal much older time iron smelted,metallurgy,0.0
particular problem niger charred stump ancient tree potential source charcoal sometimes misidentified smelting furnace,metallurgy,-0.4019
third issue weaker precision radiocarbon method date 800 400 bce attributable irregular production radiocarbon upper atmosphere,metallurgy,-0.4404
unfortunately radiocarbon date initial spread iron sub saharan africa fall within range,metallurgy,-0.34
controversy flared 2007 publication excavation tienne zangato colleague central african republic,metallurgy,0.0
oboui excavated undated iron forge yielding eight consistent radiocarbon date 2000 bce,metallurgy,0.0
would make oboui oldest iron working site world thousand year older dated evidence iron central africa,metallurgy,0.0
opinion among african archaeologist sharply divided,metallurgy,0.0
specialist accept interpretation archaeologist bernard clist argued oboui highly disturbed site older charcoal brought level forge digging pit older level,metallurgy,-0.4201
clist also raised question unusually good state preservation metallic iron site,metallurgy,0.4927
however archaeologist craddock eggert holl argued disturbance disruption highly unlikely given nature site,metallurgy,-0.765
additionally holl regarding state preservation argues observation based published illustration representing small unrepresentative number atypically well preserved object selected publication,metallurgy,-0.0516
gbabiri also central african republic eggert found evidence iron reduction furnace blacksmith workshop earliest date 896 773 bce 907 796 bce respectively,metallurgy,0.34
north central burkina faso remains blast furnace near douroula also dated 8th century bce leading creation ancient ferrous site burkina faso world heritage site,metallurgy,0.2732
nsukka region southeast nigeria igboland archaeological site containing iron smelting furnace slag excavated dating 750 bce opi augustin holl 2009 000 bce lejja pamela eze uzomaka 2009,metallurgy,0.0
according augustin holl 2018 evidence ironworking dated 153 044 bce 368 200 bce site gbatoro cameroon 2014 archaeo metallurgist manfred eggert argued though still inconclusive evidence overall suggests independent invention iron sub saharan africa,metallurgy,-0.3612
2018 study archaeologist augustin holl also argues independent invention likely origin iron smelting difficult date radiocarbon fewer problem using track spread ironworking 400 bce,metallurgy,-0.7783
1960s suggested iron working spread speaker bantu language whose original homeland located linguist benue river valley eastern nigeria western cameroon,metallurgy,0.3182
although assert word iron ironworking traced reconstructed proto bantu place name west africa suggest otherwise example okuta ilorin literally site iron work,metallurgy,0.0
linguist christopher ehret argues first word iron working bantu language borrowed central sudanic language vicinity modern uganda kenya jan vansina argues instead originated non bantu language nigeria iron spread southward eastward bantu speaker already dispersed congo rainforest great lake region,metallurgy,-0.0258
archaeological evidence clearly indicates starting first century bce iron cereal agriculture millet sorghum spread together southward southern tanzania northern zambia way eastern cape region present south africa third fourth century ce,metallurgy,0.4019
indigenous african iron smelting process variant bloomery process,metallurgy,0.0
much wider range bloomery smelting process recorded african continent elsewhere old world probably bloomeries remained use 20th century many part sub saharan africa whereas europe part asia replaced blast furnace variety bloomeries could recorded,metallurgy,0.0
cline compilation eye witness record bloomery iron smelting past 250 year africa invaluable supplemented recent ethnoarchaeological archaeological study,metallurgy,0.0
furnace used 19th 20th century range small bowl furnace dug ground surface powered bellow bellow powered shaft furnace tall 5m natural draft furnace,metallurgy,0.3612
furnace designed operate without bellow,metallurgy,0.0
much tropical africa ore used laterite widely available old continental craton west central southern africa,metallurgy,0.0
magnetite sand concentrated stream flowing water often used mountainous area beneficiation raise concentration iron,metallurgy,0.1027
precolonial iron worker present south africa even smelted iron titanium ore modern blast furnace designed use,metallurgy,0.0
bloomery furnace le productive blast furnace far versatile,metallurgy,0.0
fuel used invariably charcoal product bloom solid mass iron slag liquid waste product,metallurgy,-0.296
african ironworker regularly produced inhomogeneous steel bloom especially large natural draft furnace,metallurgy,0.4173
bloom invariably contained entrapped slag removal furnace reheated hammered expel much slag possible,metallurgy,-0.4404
semi finished bar iron steel widely traded part west africa example sukur nigeria cameroon border nineteenth century exported thousand bar per year north lake chad basin,metallurgy,0.0
although many african ironworker produced steel bloom little evidence sub saharan yet hardening steel quenching tempering manufacture composite tool combining hard steel cutting edge soft tough iron body,metallurgy,-0.34
relatively little metallography ancient african iron tool yet done conclusion may perhaps modified future work,metallurgy,0.0
unlike bloomery iron worker europe india china african metalworker make use water power blow bellow furnace large blown hand powered bellow,metallurgy,0.4939
partly sub saharan africa much le potential water power region also engineering technique developed converting rotary motion linear motion,metallurgy,0.0
african ironworker however invent way increase size furnace thus amount metal produced per charge without using bellow,metallurgy,0.3182
natural draft furnace designed reach temperature necessary form drain slag using chimney effect hot air leaving topic furnace draw air opening base,metallurgy,0.3818
natural draft furnace confused wind powered furnace invariably small,metallurgy,0.0516
natural draft furnace one african innovation ferrous spread widely,metallurgy,0.6249
natural draft furnace particularly characteristic african savanna woodland used two belt across sahelian woodland senegal west sudan east brachystegia julbenardia miombo woodland southern tanzania south northern zimbabwe,metallurgy,0.3612
oldest natural draft furnace yet found burkina faso date seventh eight century large mass slag 10 000 60 000 ton noted location togo burkina faso mali reflect great expansion iron production west africa 1000 ce associated spread natural draft furnace technology,metallurgy,0.8442
large scale iron production africa associated natural draft furnace meroe sudan first fifth century ce produced slag tapping bellow driven furnace large 18th 19th century iron industry cameroon grassland non tapping bellow driven furnace,metallurgy,0.3612
large scale iron smelting recorded far sahelian sudanic zone stretch senegal west sudan east iron smelting concentration like central southern africa,metallurgy,0.3612
also evidence carbon steel made western tanzania ancestor haya people early 300 000 year ago complex process pre heating allowing temperature inside furnace reach 1800 technique extinct region sub saharan africa except case technique remote region ethiopia,metallurgy,0.0258
region africa fell use 1950,metallurgy,0.0
main reason increasing availability iron imported europe,metallurgy,0.0
iron metal used africa copper brass widely utilised,metallurgy,0.0
however steady spread iron meant must favourable property many different us,metallurgy,0.0
durability copper meant used make many tool farming piece weaponry,metallurgy,-0.2263
iron used personal adornment jewelry impressive piece artwork even instrument,metallurgy,0.6808
used coin currency varying form,metallurgy,0.0
example kisi penny traditional form iron currency used trading west africa,metallurgy,0.0
twisted iron rod ranging 30 cm 2m length,metallurgy,0.0
suggestion us vary marital transaction simply convenient shape transportation melting reshaping desired object,metallurgy,0.2732
many different form iron currency often regionally differing shape value,metallurgy,0.34
important recognize iron production great influence africa culturally trade expansion martinelli 1993 1996 2004 well socially belief ritual great regional variation,metallurgy,0.9022
much evidence cultural significance come practises still carried today different african culture,metallurgy,0.2732
ethnographical information useful reconstructing event surrounding iron production past however reconstruction could become distorted time influence anthropologist study,metallurgy,0.0516
control iron production often ironworker central power larger society kingdom state barros 2000 154,metallurgy,0.0
demand trade believed resulted society working smelter smith specialising one many skill necessary production process,metallurgy,-0.128
possible also led tradesman specialising transporting trading iron barros 2000 pg152,metallurgy,0.0
however every region benefited industrialising iron production others created environmental problem arose due massive deforestation required provide charcoal fuelling furnace example ecological crisis mema region holl 2000 pg48,metallurgy,-0.7003
iron smelter smith received different social status depending culture,metallurgy,0.0
lower society due aspect manual labour association witchcraft example maasai tuareg child et al,metallurgy,-0.296
culture skill often passed family would receive great social status sometimes even considered witchdoctors within community,metallurgy,0.6249
powerful knowledge allowed produce material whole community relied,metallurgy,0.4215
community believed strong supernatural power regarded highly king chief,metallurgy,0.5106
example excavation royal tomb king rugira great lake eastern africa found two iron anvil placed head child et al,metallurgy,0.6249
2005 288 herbert 1993 ch,metallurgy,0.0
smelting process often carried away rest community,metallurgy,0.0
ironworker engaged ritual designed encourage good production ward bad spirit including song prayer plus giving medicine sacrifice,metallurgy,0.8176
latter usually put furnace buried base furnace,metallurgy,0.0
example date back far early iron age tanzania rwanda schmidt 1997 child et al 2005 293 culture associated sexual symbolism iron production,metallurgy,0.0
smelting integrated fertility society production bloom compared human conception birth,metallurgy,0.0
sexual taboo surrounding process,metallurgy,0.0
smelting process carried entirely men often away village,metallurgy,0.0
woman touch material present could jeopardise success production,metallurgy,0.5719
metalafrica scientific network african metalworking killick 2004 review essay know african iron working,metallurgy,0.0258
journal african archaeology,metallurgy,0.0
135 152 doi 10 3213 1612 1651 10021 bocoum,metallurgy,0.0
2004 origin iron africa new light antiquity bocoum ed,metallurgy,0.0
unesco publishing schmidt mapunda 1996,metallurgy,0.0
ideology archaeological record africa interpreting symbolism iron smelting technology,metallurgy,0.0
journal anthropological archaeology,metallurgy,0.0
73 102 rehren charlton shadrek humphris ige veldhuijen,metallurgy,0.0
decision set slag human factor african iron smelting,metallurgy,0.0
la niece hook craddock ed,metallurgy,0.0
metal mine study archaeo,metallurgy,0.0
new evidence early iron smelting southeastern nigeria,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
london routledge pp,metallurgy,0.0
432 448 kense okora 1993,metallurgy,0.0
changing perspective traditional iron production west africa,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
london routledge pp,metallurgy,0.0
449 458 muhammed 1993,metallurgy,0.0
iron technology middle sahel savanna emphasis central darfur,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
london routledge pp,metallurgy,0.0
459 467 buleli 1993,metallurgy,0.0
iron making technique kivu region zaire difference south maniema region north kivu,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
london routledge pp,metallurgy,0.0
468 477 radimilahy 1993 ancient iron working madagascar,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
london routledge pp,metallurgy,0.0
478 473 kiriama 1993,metallurgy,0.0
iron using community kenya,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
london routledge pp,metallurgy,0.0
484 498 martinelli 1993 fonderies ouest africaines,metallurgy,0.0
classement comparatif et tendances atouts et outils de ethnologie de technique sen et tendance en technologie compar revue technique et culture 21 195 221,metallurgy,0.0
martinelli 2004 threshold intensive choice slow combustion niger river bend burkina faso mali origin iron africa new light antiquity bocoum ed,metallurgy,0.0
unesco publishing pp,metallurgy,0.0
216 247 collet 1993,metallurgy,0.0
metaphor representation associated precolonial iron smelting eastern southern africa,metallurgy,0.0
shaw sinclair bassey okpoko ed,metallurgy,0.0
archaeology africa food metal town,metallurgy,0.0
preservation ampara delimiri ironworking site toward promotion nigeria cultural heritage,metallurgy,0.0
african archaeological review,metallurgy,0.0
material choice given era often defining point,metallurgy,0.0
phrase stone age bronze age iron age steel age historic arbitrary example,metallurgy,0.0
originally deriving manufacture ceramic putative derivative material science one oldest form engineering applied science,metallurgy,0.0
modern material science evolved directly evolved mining likely ceramic earlier use fire,metallurgy,-0.34
major breakthrough understanding material occurred late 19th century american scientist josiah willard gibbs demonstrated thermodynamic property related atomic structure various phase related physical property material,metallurgy,0.0
important element modern material science product space race understanding engineering metallic alloy silica carbon material used building space vehicle enabling exploration space,metallurgy,0.4019
material science driven driven development revolutionary technology rubber plastic semiconductor biomaterials,metallurgy,0.0
1960s case decade many eventual material science department ceramic engineering department reflecting 19th early 20th century emphasis metal ceramic,metallurgy,0.0
growth material science united state catalyzed part advanced research project agency funded series university hosted laboratory early 1960s expand national program basic research training material science,metallurgy,0.8271
comparison mechanical engineering nascent material science field focused addressing material macro level approach material designed basis knowledge behavior microscopic level,metallurgy,0.3818
due expanded knowledge link atomic molecular process well overall property material design material came based specific desired property,metallurgy,0.4939
material science field since broadened include every class material including ceramic polymer semiconductor magnetic material biomaterials nanomaterials generally classified three distinct group ceramic metal polymer,metallurgy,0.0
material defined substance often solid condensed phase included intended used certain application,metallurgy,0.4019
myriad material around found anything building car spacecraft,metallurgy,0.0
main class material metal semiconductor ceramic polymer,metallurgy,0.0
new advanced material developed include nanomaterials biomaterials energy material name,metallurgy,0.4767
basis material science studying interplay structure material processing method make material resulting material property,metallurgy,0.0
complex combination produce performance material specific application,metallurgy,0.0
many feature across many length scale impact material performance constituent chemical element microstructure macroscopic feature processing,metallurgy,0.0
structure one important component field material science,metallurgy,0.2023
definition field hold concerned investigation relationship exist structure property material,metallurgy,0.0
material science examines structure material atomic scale way macro scale,metallurgy,0.0
characterization way material scientist examine structure material,metallurgy,0.0
involves method diffraction ray electron neutron various form spectroscopy chemical analysis raman spectroscopy energy dispersive spectroscopy chromatography thermal analysis electron microscope analysis etc,metallurgy,0.2732
material exhibit myriad property including following,metallurgy,0.0
synthesis processing involves creation material desired micro nanostructure,metallurgy,0.4939
engineering standpoint material used industry economical production method developed,metallurgy,0.0
thus processing material vital field material science,metallurgy,0.296
different material require different processing synthesis method,metallurgy,0.0
example processing metal historically important studied branch material science named physical,metallurgy,0.2023
also chemical physical method also used synthesize material polymer ceramic thin film etc,metallurgy,0.0
thermodynamics concerned heat temperature relation energy work,metallurgy,0.2732
defines macroscopic variable internal energy entropy pressure partly describe body matter radiation,metallurgy,-0.0679
state behavior variable subject general constraint common material,metallurgy,0.0
general constraint expressed four law thermodynamics,metallurgy,0.0
thermodynamics describes bulk behavior body microscopic behavior large number microscopic constituent molecule,metallurgy,0.0772
behavior microscopic particle described law thermodynamics derived statistical mechanic,metallurgy,0.0
study thermodynamics fundamental material science,metallurgy,0.0
form foundation treat general phenomenon material science engineering including chemical reaction magnetism polarizability elasticity,metallurgy,0.4019
chemical kinetics study rate system equilibrium change influence various force,metallurgy,0.0
applied material science deal material change time move non equilibrium equilibrium state due application certain field,metallurgy,0.2732
detail rate various process evolving material including shape size composition structure,metallurgy,0.0
diffusion important study kinetics common mechanism material undergo change,metallurgy,0.2023
material science highly active area research,metallurgy,0.4576
together material science department physic chemistry many engineering department involved material research,metallurgy,0.0
nanomaterials describe principle material single unit sized least one dimension 1000 nanometer 10 meter usually nm 100 nm,metallurgy,0.0
nanomaterials research take material science based approach nanotechnology using advance material metrology synthesis developed support microfabrication research,metallurgy,0.4019
material structure nanoscale often unique optical electronic mechanical property,metallurgy,0.0
field nanomaterials loosely organized like traditional field chemistry organic carbon based nanomaterials fullerene inorganic nanomaterials based element silicon,metallurgy,0.3612
biomaterial matter surface construct interacts biological system,metallurgy,0.0258
study biomaterials called bio material science,metallurgy,0.0
experienced steady strong growth history many company investing large amount money developing new product,metallurgy,0.7096
biomaterials science encompasses element medicine biology chemistry tissue engineering material science,metallurgy,0.0
biomaterials derived either nature synthesized laboratory using variety chemical approach using metallic component polymer bioceramics composite material,metallurgy,0.0
often intended adapted medical application biomedical device perform augment replace natural function,metallurgy,0.3612
function may benign like used heart valve may bioactive interactive functionality hydroxylapatite coated hip implant,metallurgy,0.5859
biomaterials also used every day dental application surgery drug delivery,metallurgy,0.0
example construct impregnated pharmaceutical product placed body permit prolonged release drug extended period time,metallurgy,0.0
semiconductor metal ceramic used today form highly complex system integrated electronic circuit optoelectronic device magnetic optical mass storage medium,metallurgy,0.0
material form basis modern computing world hence research material vital importance,metallurgy,0.5719
semiconductor traditional example type material,metallurgy,0.0
material property intermediate conductor insulator,metallurgy,0.0
electrical conductivity sensitive concentration impurity allows use doping achieve desirable electronic property,metallurgy,0.3182
hence semiconductor form basis traditional computer,metallurgy,0.0
field also includes new area research superconducting material spintronics metamaterials etc,metallurgy,0.0
continuing increase computing power simulating behavior material become possible,metallurgy,0.3182
enables material scientist understand behavior mechanism design new material explain property formerly poorly understood,metallurgy,0.0
effort surrounding integrated computational material engineering focusing combining computational method experiment drastically reduce time effort optimize material property given application,metallurgy,0.4939
radical material advance drive creation new product even new industry stable industry also employ material scientist make incremental improvement troubleshoot issue currently used material,metallurgy,0.7964
industrial application material science include material design cost benefit tradeoff industrial production material processing method casting rolling welding ion implantation crystal growth thin film deposition sintering glassblowing etc,metallurgy,0.6808
analytic method characterization method electron microscopy ray diffraction calorimetry nuclear microscopy hefib rutherford backscattering neutron diffraction small angle ray scattering sax etc,metallurgy,0.0
besides material characterization material scientist engineer also deal extracting material converting useful form,metallurgy,0.4404
thus ingot casting foundry method blast furnace extraction electrolytic extraction part required knowledge material engineer,metallurgy,0.0
often presence absence variation minute quantity secondary element compound bulk material greatly affect final property material produced,metallurgy,0.0
example steel classified based 10 100 weight percentage carbon alloying element contain,metallurgy,0.0
another application material science study ceramic glass typically brittle material industrial relevance,metallurgy,0.0
many ceramic glass exhibit covalent ionic covalent bonding sio2 silica fundamental building block,metallurgy,-0.4404
ceramic confused raw unfired clay usually seen crystalline form,metallurgy,-0.3182
vast majority commercial glass contain metal oxide fused silica,metallurgy,0.0
high temperature used prepare glass material viscous liquid solidifies disordered state upon cooling,metallurgy,0.0
windowpane eyeglass important example,metallurgy,0.2023
fiber glass also used long range telecommunication optical transmission,metallurgy,0.0
scratch resistant corning gorilla glass well known example application material science drastically improve property common component,metallurgy,0.6124
engineering ceramic known stiffness stability high temperature compression electrical stress,metallurgy,-0.4215
alumina silicon carbide tungsten carbide made fine powder constituent process sintering binder,metallurgy,0.2023
hot pressing provides higher density material,metallurgy,0.0
chemical vapor deposition place film ceramic another material,metallurgy,0.0
cermets ceramic particle containing metal,metallurgy,0.0
another application material science industry making composite material,metallurgy,0.0
structured material composed two macroscopic phase,metallurgy,0.0
application range structural element steel reinforced concrete thermal insulating tile play key integral role nasa space shuttle thermal protection system used protect surface shuttle heat entry earth atmosphere,metallurgy,0.6124
one example reinforced carbon carbon rcc light gray material withstands entry temperature 510 750 protects space shuttle wing leading edge nose cap,metallurgy,0.3182
rcc laminated composite material made graphite rayon cloth impregnated phenolic resin,metallurgy,0.0
curing high temperature autoclave laminate pyrolized convert resin carbon impregnated furfural alcohol vacuum chamber cured pyrolized convert furfural alcohol carbon,metallurgy,0.0
provide oxidation resistance reuse ability outer layer rcc converted silicon carbide,metallurgy,0.3182
example seen plastic casing television set cell phone,metallurgy,0.0
plastic casing usually composite material made thermoplastic matrix acrylonitrile butadiene styrene ab calcium carbonate chalk talc glass fiber carbon fiber added added strength bulk electrostatic dispersion,metallurgy,0.4939
polymer chemical compound made large number identical component linked together like chain,metallurgy,0.4215
important part material science,metallurgy,0.2023
polymer raw material resin used make commonly called plastic rubber,metallurgy,0.0
plastic rubber really final product created one polymer additive added resin processing shaped final form,metallurgy,0.3102
plastic around current widespread use include polyethylene polypropylene polyvinyl chloride pvc polystyrene nylon polyester acrylic polyurethane polycarbonates also rubber around natural rubber styrene butadiene rubber chloroprene butadiene rubber,metallurgy,0.3612
plastic generally classified commodity specialty engineering plastic,metallurgy,0.0
polyvinyl chloride pvc widely used inexpensive annual production quantity large,metallurgy,0.0
lends vast array application artificial leather electrical insulation cabling packaging container,metallurgy,0.0
fabrication processing simple well established,metallurgy,0.2732
versatility pvc due wide range plasticiser additive accepts,metallurgy,0.3182
term additive polymer science refers chemical compound added polymer base modify material property,metallurgy,0.0
polycarbonate would normally considered engineering plastic example include peek ab,metallurgy,0.0
plastic valued superior strength special material property,metallurgy,0.9062
usually used disposable application unlike commodity plastic,metallurgy,0.0
specialty plastic material unique characteristic ultra high strength electrical conductivity electro fluorescence high thermal stability etc,metallurgy,0.4939
dividing line various type plastic based material rather property application,metallurgy,0.0
study metal alloy significant part material science,metallurgy,0.2023
metallic alloy use today alloy iron steel stainless steel cast iron tool steel alloy steel make largest proportion quantity commercial value,metallurgy,0.34
iron alloyed various proportion carbon give low mid high carbon steel,metallurgy,-0.2732
iron carbon alloy considered steel carbon level 01 00,metallurgy,0.0
steel hardness tensile strength steel related amount carbon present increasing carbon level also leading lower ductility toughness,metallurgy,0.2023
heat treatment process quenching tempering significantly change property however,metallurgy,0.0
cast iron defined iron carbon alloy 00 le 67 carbon,metallurgy,0.0
stainless steel defined regular steel alloy greater 10 weight alloying content chromium,metallurgy,0.3612
nickel molybdenum typically also found stainless steel,metallurgy,0.0
significant metallic alloy aluminium titanium copper magnesium,metallurgy,0.2023
copper alloy known long time since bronze age alloy three metal relatively recently developed,metallurgy,0.0
due chemical reactivity metal electrolytic extraction process required developed relatively recently,metallurgy,0.0
alloy aluminium titanium magnesium also known valued high strength weight ratio case magnesium ability provide electromagnetic shielding,metallurgy,0.8126
study semiconductor significant part material science,metallurgy,0.2023
semiconductor material resistivity metal insulator,metallurgy,0.0
electronic property greatly altered intentionally introducing impurity doping,metallurgy,0.0
semiconductor material thing diode transistor light emitting diode led analog digital electric circuit built making material interest industry,metallurgy,0.4588
semiconductor device replaced thermionic device vacuum tube application,metallurgy,0.0
semiconductor device manufactured single discrete device integrated circuit ic consist number million device manufactured interconnected single semiconductor substrate semiconductor use today silicon make largest portion quantity commercial value,metallurgy,0.4019
monocrystalline silicon used produce wafer used semiconductor electronics industry,metallurgy,0.0
second silicon gallium arsenide gaas second popular semiconductor used,metallurgy,0.4215
due higher electron mobility saturation velocity compared silicon material choice high speed electronics application,metallurgy,0.0
superior property compelling reason use gaas circuitry mobile phone satellite communication microwave point point link higher frequency radar system,metallurgy,0.6597
material science evolved starting 1950s recognized create discover design new material one approach unified manner,metallurgy,0.5719
thus material science engineering emerged many way renaming combining existing ceramic engineering department splitting existing solid state physic research growing condensed matter physic pulling relatively new polymer engineering polymer science recombining previous well chemistry chemical engineering mechanical engineering electrical engineering,metallurgy,0.5423
